Purchase Price,AM or PM,Browser Info,Language,Company,Credit Card,CC Exp Date,CC Security Code,CC Provider,Address
29.34,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5; rv:1.9.4.20) Gecko/2014-05-30 08:06:22 Firefox/3.6.17,de,Reed Inc,4685634619496029,06/21,368,Discover,199.186.225.173
90.55,AM,Opera/9.32.(Windows NT 6.0; sl-SI) Presto/2.9.183 Version/11.00,el,"White, Wilson and Campbell",349264461100283,07/17,14,VISA 16 digit,158.44.63.252
61.06,PM,Opera/8.21.(X11; Linux i686; sl-SI) Presto/2.9.187 Version/11.00,en,"Bautista, Foster and Fisher",5551937814790247,07/23,502,JCB 16 digit,68.214.63.241
51.47,PM,Opera/9.13.(X11; Linux x86_64; it-IT) Presto/2.9.160 Version/11.00,el,Hodge and Sons,347216781138569,03/24,347,JCB 16 digit,131.150.35.76
57.64,AM,Opera/9.74.(X11; Linux x86_64; it-IT) Presto/2.9.170 Version/12.00,zh,Khan-Rodgers,4590972077595872,09/19,330,Discover,206.199.245.131
37.97,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),es,"Farmer, Meyers and Hamilton",4374084275232506,12/22,3984,VISA 16 digit,85.189.54.31
70.81,AM,Mozilla/5.0 (Windows NT 5.0; en-US; rv:1.9.2.20) Gecko/2016-06-24 04:47:00 Firefox/4.0,pt,"Jackson, Nelson and Sanchez",561256691628,10/21,910,Maestro,227.200.200.224
21.46,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.1),ru,Rodriguez PLC,4758936805057768,05/26,400,VISA 16 digit,119.228.134.102
56.55,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),en,"Jackson, Wilson and Ortiz",3158644913460357,12/20,463,VISA 13 digit,203.119.30.60
48.73,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),pt,"Foster, Leonard and Edwards",210035525598415,04/24,352,Maestro,70.119.203.86
60.11,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.0),pt,"Williams, Kelly and Brown",370875960438684,09/16,514,JCB 16 digit,65.189.5.196
45.3,AM,Opera/8.69.(X11; Linux x86_64; sl-SI) Presto/2.9.174 Version/11.00,it,Dominguez Inc,210050421618225,04/18,280,JCB 16 digit,15.76.79.37
55.71,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),es,Murphy-Hoffman,5403880319529555,09/17,163,VISA 16 digit,40.217.156.40
64.64,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_3) AppleWebKit/5351 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/5351",zh,Martin PLC,5327842210943114,06/22,791,VISA 16 digit,201.196.235.64
32.45,AM,Opera/9.17.(X11; Linux i686; en-US) Presto/2.9.176 Version/12.00,en,"Miles, Brown and Moore",630412740148,05/19,542,VISA 16 digit,114.150.31.140
17.77,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2012-09-20 17:05:35 Firefox/3.6.7,es,Rivera-Castillo,3088586028599386,11/19,246,JCB 15 digit,154.150.45.108
76.16,PM,Opera/9.95.(Windows NT 5.1; sl-SI) Presto/2.9.179 Version/10.00,fr,Lopez Ltd,4286518651475111,12/25,445,VISA 16 digit,206.103.54.49
18.92,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.29.1 (KHTML, like Gecko) Version/4.0 Safari/535.29.1",de,Humphrey-Alvarez,4646435313232597,07/23,174,VISA 16 digit,221.53.131.75
28.77,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5312 (KHTML, like Gecko) Chrome/14.0.850.0 Safari/5312",es,"Brown, Watts and Phelps",4245955191314,04/23,43,Voyager,199.236.193.135
41.88,AM,Opera/9.95.(Windows NT 5.1; it-IT) Presto/2.9.173 Version/10.00,ru,Valencia PLC,5150193473432383,10/21,320,Diners Club / Carte Blanche,182.83.217.48
94.85,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2013-08-05 09:44:50 Firefox/3.8,es,"Franklin, Pitts and Johnston",4760112650493591,07/23,103,JCB 16 digit,21.126.158.134
13.96,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/15.0.806.0 Safari/5360",zh,"Fuller, Jones and Johns",4285289819586,03/19,144,Discover,201.97.33.31
86.51,PM,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.31.6 (KHTML, like Gecko) Version/5.0.4 Safari/533.31.6",fr,Bell Group,5578073142238375,09/21,860,Mastercard,172.18.151.12
86.31,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; en-US) AppleWebKit/532.14.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6532.14.3",es,Weaver LLC,3528712181765758,05/22,563,VISA 16 digit,140.249.70.5
93.54,PM,Opera/9.15.(X11; Linux x86_64; en-US) Presto/2.9.167 Version/11.00,pt,Fry Inc,869958302381362,01/25,4481,VISA 16 digit,11.100.22.5
0.64,AM,Opera/9.87.(Windows NT 5.0; en-US) Presto/2.9.165 Version/10.00,zh,Scott and Sons,6011423488319276,04/19,289,Maestro,64.85.191.250
24.52,PM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_5; rv:1.9.3.20) Gecko/2015-10-08 08:24:29 Firefox/3.6.11,fr,"Reese, Martin and Nichols",3112202422446840,10/24,931,Mastercard,29.85.18.41
89.65,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.1),zh,Melton PLC,6011160272623584,04/19,110,Discover,220.152.157.175
95.05,PM,Opera/9.88.(X11; Linux i686; it-IT) Presto/2.9.174 Version/12.00,ru,Barry-Rice,639037726408,10/17,4681,VISA 16 digit,214.173.227.246
76.78,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1) AppleWebKit/5362 (KHTML, like Gecko) Chrome/13.0.863.0 Safari/5362",pt,"Riley, Parker and Woods",4777604214528046,07/19,439,JCB 16 digit,254.116.6.216
11.91,AM,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.34.3 (KHTML, like Gecko) Version/4.1 Safari/532.34.3",es,Medina and Sons,4892086127978858,05/18,305,VISA 16 digit,176.23.211.219
37.62,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9 rv:2.0; en-US) AppleWebKit/533.6.7 (KHTML, like Gecko) Version/4.0 Safari/533.6.7",de,Chang-Liu,5529813708073298,06/19,101,Mastercard,116.110.141.246
84.26,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1),en,"Walsh, Watson and Miranda",376783672699920,04/21,342,VISA 13 digit,6.152.81.169
65.43,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_6) AppleWebKit/5340 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/5340",es,Nelson-Lyons,342876940798788,09/25,965,JCB 15 digit,250.1.202.68
99.99,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4) AppleWebKit/5332 (KHTML, like Gecko) Chrome/15.0.808.0 Safari/5332",de,"Porter, Johnson and Pratt",30109394842259,11/25,918,VISA 16 digit,114.122.58.174
60.38,AM,Opera/8.75.(X11; Linux i686; it-IT) Presto/2.9.173 Version/10.00,zh,Jordan-Juarez,210046523976164,12/18,818,JCB 15 digit,152.159.125.202
55.41,AM,Mozilla/5.0 (Windows NT 5.01; it-IT; rv:1.9.0.20) Gecko/2013-10-16 16:44:38 Firefox/14.0,en,"Rollins, Gardner and Roberts",4559439811390399,09/19,589,VISA 13 digit,109.236.63.137
48.76,AM,Opera/9.25.(Windows NT 6.2; en-US) Presto/2.9.181 Version/11.00,es,"Carter, Galloway and Campbell",30583166833284,02/20,598,JCB 15 digit,33.33.41.132
47.92,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1) AppleWebKit/5320 (KHTML, like Gecko) Chrome/14.0.883.0 Safari/5320",pt,Martinez-Bell,4184889780836801,02/21,420,American Express,166.172.51.111
27.97,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3 rv:2.0; en-US) AppleWebKit/535.18.1 (KHTML, like Gecko) Version/4.1 Safari/535.18.1",zh,Hopkins Inc,180005911799881,03/19,572,VISA 16 digit,203.182.168.30
9.92,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4 rv:6.0; en-US) AppleWebKit/534.9.7 (KHTML, like Gecko) Version/4.0.1 Safari/534.9.7",it,Warner-Garcia,6011963133623770,08/25,335,Mastercard,58.254.96.236
36.02,PM,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.12.1 (KHTML, like Gecko) Version/4.0.4 Safari/532.12.1",pt,Carson-Rivera,30072628770953,07/23,702,American Express,214.3.24.175
67.34,AM,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5340 (KHTML, like Gecko) Chrome/13.0.869.0 Safari/5340",en,Jones and Sons,3096362603225874,12/23,755,Diners Club / Carte Blanche,108.224.42.227
85.6,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0),ru,Graham Group,4439609407206,11/24,536,Mastercard,80.4.19.189
34.18,AM,"Mozilla/5.0 (Windows 95) AppleWebKit/5312 (KHTML, like Gecko) Chrome/14.0.821.0 Safari/5312",es,Johnson-Donovan,4875061471851,10/20,71,Discover,127.187.12.183
86.66,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_6) AppleWebKit/5342 (KHTML, like Gecko) Chrome/13.0.814.0 Safari/5342",fr,"Smith, Brewer and Davis",4489213823650909,03/26,9412,VISA 16 digit,87.4.250.32
25.83,PM,Opera/9.42.(X11; Linux x86_64; it-IT) Presto/2.9.185 Version/10.00,en,Fernandez-Miller,30493416586114,07/17,517,JCB 16 digit,224.63.53.39
10.56,AM,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5342 (KHTML, like Gecko) Chrome/13.0.821.0 Safari/5342",it,House PLC,6011185009070429,06/22,987,Voyager,220.76.233.227
39.09,PM,Opera/8.74.(X11; Linux i686; sl-SI) Presto/2.9.176 Version/10.00,fr,"Young, Galvan and Jones",4072742395960,04/23,237,VISA 13 digit,231.190.230.229
59.8,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_5 rv:2.0; en-US) AppleWebKit/533.49.7 (KHTML, like Gecko) Version/4.0.4 Safari/533.49.7",ru,Guerrero-Crosby,30217096952134,06/18,550,VISA 13 digit,173.188.170.217
6.89,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.1),en,"Davidson, Thompson and Smith",4861914720264581,03/21,809,Discover,2.39.55.116
9.29,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.1),it,Jones Group,180017050568514,06/26,999,Maestro,94.224.54.215
98.41,AM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5; rv:1.9.6.20) Gecko/2014-03-02 02:02:41 Firefox/4.0,el,Baker LLC,210080992966620,07/20,9138,JCB 15 digit,60.88.197.131
64.78,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_0) AppleWebKit/5350 (KHTML, like Gecko) Chrome/13.0.817.0 Safari/5350",ru,Petersen Inc,869932292756891,10/25,426,Diners Club / Carte Blanche,114.9.55.48
54.63,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_6 rv:3.0; it-IT) AppleWebKit/533.22.1 (KHTML, like Gecko) Version/5.1 Safari/533.22.1",el,Obrien-Huber,4994457673515,08/17,88,Voyager,78.176.66.86
54.02,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5331 (KHTML, like Gecko) Chrome/13.0.887.0 Safari/5331",es,Wilkinson-Lynn,180062516799626,12/18,374,American Express,238.59.255.170
67.07,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/5310 (KHTML, like Gecko) Chrome/14.0.848.0 Safari/5310",es,Hall-Warren,30012603831693,10/23,3504,American Express,223.31.175.89
69.23,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5340 (KHTML, like Gecko) Chrome/15.0.839.0 Safari/5340",it,Werner-Diaz,869964219600282,04/18,206,JCB 15 digit,10.5.19.238
42.22,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.0),it,Patterson PLC,4896431615610058,09/24,238,VISA 16 digit,117.171.250.18
91.1,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),el,"Krueger, Hopkins and Decker",4767608916433,09/17,548,Maestro,223.233.31.28
22.37,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),it,Herrera-Knight,4325390113683,05/20,600,Discover,226.169.217.141
99.1,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),fr,"Carlson, King and Barnett",4213673443834121,01/17,223,JCB 16 digit,108.55.16.190
37.27,PM,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5351 (KHTML, like Gecko) Chrome/14.0.844.0 Safari/5351",it,"Barber, Johnson and Clark",869975954271519,09/17,113,Mastercard,90.11.98.55
61.66,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1),en,Smith and Sons,341012888363762,12/20,791,JCB 16 digit,167.143.41.218
89.55,PM,Opera/8.96.(Windows NT 5.1; it-IT) Presto/2.9.161 Version/10.00,zh,Franklin Inc,30524680880260,05/18,692,VISA 13 digit,237.82.255.255
78.46,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4; rv:1.9.6.20) Gecko/2016-04-19 09:57:09 Firefox/9.0,ru,Diaz Group,3337389683554609,06/23,217,Diners Club / Carte Blanche,31.173.137.109
5.63,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6; rv:1.9.6.20) Gecko/2015-05-17 04:56:44 Firefox/12.0,ru,Chambers Ltd,370791596929246,04/25,679,JCB 16 digit,158.248.0.206
74.13,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.0),en,"Burgess, Baird and Young",4682218295104,04/26,9520,VISA 16 digit,183.245.186.118
9.65,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3 rv:6.0; en-US) AppleWebKit/534.28.6 (KHTML, like Gecko) Version/5.0.4 Safari/534.28.6",ru,Watson-White,3096648863071572,08/20,412,JCB 15 digit,171.150.178.232
36.4,AM,Opera/8.27.(X11; Linux x86_64; en-US) Presto/2.9.176 Version/10.00,de,Henry-Rodriguez,589370199574,02/21,664,Maestro,142.2.195.202
52.81,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5321 (KHTML, like Gecko) Chrome/14.0.831.0 Safari/5321",fr,"Pratt, Martin and Romero",5481274226515607,01/20,528,Voyager,190.152.144.114
84.88,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; en-US) AppleWebKit/533.6.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6533.6.5",pt,Banks-Chung,4153337536509857,03/18,31,Voyager,57.177.226.227
36.45,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9 rv:5.0; sl-SI) AppleWebKit/534.21.7 (KHTML, like Gecko) Version/5.0 Safari/534.21.7",de,"Thomas, Kemp and Martin",340669929294222,11/23,962,Discover,251.221.113.119
88.93,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2013-07-02 12:48:44 Firefox/3.8,zh,"Clark, Henderson and Shelton",6011831555741133,11/22,430,American Express,130.112.67.80
31.99,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/5350 (KHTML, like Gecko) Chrome/15.0.803.0 Safari/5350",it,Crawford Ltd,4730304500067,12/19,850,JCB 15 digit,187.254.6.156
38.26,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5) AppleWebKit/5351 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/5351",en,"Thomas, Edwards and Richards",6011046173941813,03/23,100,American Express,54.41.249.111
80.91,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; sl-SI) AppleWebKit/535.46.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.46.6",it,Smith LLC,4376740011473,12/22,456,Maestro,89.117.239.86
93.49,AM,Mozilla/5.0 (Windows NT 5.01; it-IT; rv:1.9.2.20) Gecko/2012-05-12 21:06:39 Firefox/15.0,en,Douglas LLC,3096924546962374,02/24,230,Diners Club / Carte Blanche,99.131.42.59
76.52,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2016-06-30 23:16:49 Firefox/3.8,en,Kidd PLC,5255484722006191,12/19,477,JCB 15 digit,55.204.234.127
14.97,PM,Opera/9.44.(Windows NT 6.1; sl-SI) Presto/2.9.189 Version/10.00,zh,Robinson-Harris,30452388313212,01/23,845,JCB 16 digit,194.89.138.44
65.28,AM,Opera/9.65.(X11; Linux i686; en-US) Presto/2.9.167 Version/11.00,ru,"Patel, Graves and Ward",6011637885480114,08/17,241,JCB 15 digit,196.233.23.133
77.61,PM,Opera/8.14.(Windows 95; en-US) Presto/2.9.172 Version/11.00,de,"Thomas, Williams and King",4718761441621705,08/23,460,JCB 16 digit,24.91.43.85
83.71,AM,"Mozilla/5.0 (Windows 95) AppleWebKit/5321 (KHTML, like Gecko) Chrome/13.0.827.0 Safari/5321",en,Williams-Freeman,30397143151805,01/22,177,VISA 16 digit,20.102.4.211
71.04,PM,Mozilla/5.0 (Windows NT 4.0; en-US; rv:1.9.1.20) Gecko/2015-09-23 02:37:12 Firefox/3.6.3,fr,Castro and Sons,676365412284,05/23,199,JCB 15 digit,250.83.156.176
13.49,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.0),en,Cervantes LLC,3096185703565414,07/22,512,Mastercard,161.34.25.27
45.82,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0 rv:4.0; en-US) AppleWebKit/535.35.4 (KHTML, like Gecko) Version/4.0 Safari/535.35.4",fr,Harrison-Johnson,4296642664381021,12/22,517,JCB 16 digit,201.24.137.102
32.21,AM,Opera/8.78.(X11; Linux i686; en-US) Presto/2.9.189 Version/12.00,pt,Dickerson-Finley,5241556892258640,08/23,17,American Express,165.248.203.168
37.43,PM,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.3.3 (KHTML, like Gecko) Version/5.0.4 Safari/531.3.3",es,Green-Lopez,869950282063730,08/26,251,JCB 15 digit,52.81.103.117
14.34,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_4) AppleWebKit/5321 (KHTML, like Gecko) Chrome/14.0.887.0 Safari/5321",ru,Montgomery-Brown,5106055591317694,09/23,656,Maestro,225.230.128.182
39.9,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),pt,Curry Group,503839821116,01/24,251,Discover,182.243.180.5
90.34,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.1),en,Fisher-Lin,210055449365915,08/24,944,Diners Club / Carte Blanche,33.230.229.210
26.54,AM,Opera/8.57.(Windows NT 4.0; it-IT) Presto/2.9.167 Version/10.00,es,Lucas-Meyer,3088163798466947,11/25,593,Diners Club / Carte Blanche,10.65.157.238
32.73,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5332 (KHTML, like Gecko) Chrome/14.0.844.0 Safari/5332",de,"Cole, Taylor and Nichols",60442260778,12/18,54,JCB 16 digit,75.23.210.214
63.04,AM,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/5352 (KHTML, like Gecko) Chrome/15.0.813.0 Safari/5352",es,Stout-Martinez,3096101650355238,08/25,156,VISA 16 digit,89.5.8.76
34.2,AM,Opera/8.46.(X11; Linux x86_64; sl-SI) Presto/2.9.173 Version/10.00,fr,Hahn and Sons,345332425746758,02/20,486,JCB 16 digit,101.197.48.95
40.99,PM,Opera/9.34.(X11; Linux x86_64; en-US) Presto/2.9.173 Version/11.00,ru,Brown Ltd,375430138944455,08/25,816,Discover,187.23.3.167
93.31,AM,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5341 (KHTML, like Gecko) Chrome/14.0.895.0 Safari/5341",en,Copeland Inc,3337352577276820,04/25,51,Diners Club / Carte Blanche,72.172.163.139
90.32,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5321 (KHTML, like Gecko) Chrome/14.0.883.0 Safari/5321",el,Wu-Smith,372324460879004,02/18,229,VISA 13 digit,28.129.198.99
92.79,AM,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5332 (KHTML, like Gecko) Chrome/14.0.800.0 Safari/5332",zh,Haas-Williams,180041529681542,11/25,390,Diners Club / Carte Blanche,107.135.122.186
49.87,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.23.4 (KHTML, like Gecko) Version/4.0.5 Safari/535.23.4",en,Mitchell and Sons,5148118750986236,10/18,430,Mastercard,98.128.234.196
23.87,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sl-SI) AppleWebKit/532.5.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.5.6",el,Carr Inc,3528161501891045,04/24,364,JCB 16 digit,192.132.87.239
5.37,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.42.3 (KHTML, like Gecko) Version/4.1 Safari/535.42.3",zh,Gray and Sons,4959322952931,05/19,450,VISA 16 digit,223.52.41.8
70.84,PM,Opera/9.66.(X11; Linux x86_64; sl-SI) Presto/2.9.174 Version/10.00,es,"Dillon, Le and Cantrell",5169280441205881,05/22,857,JCB 15 digit,154.215.254.179
47.94,AM,Mozilla/5.0 (Windows 98; it-IT; rv:1.9.1.20) Gecko/2014-06-13 20:28:37 Firefox/3.8,el,"Martinez, Thomas and Sellers",4334594782855,09/22,171,Discover,74.251.32.25
4.89,PM,Opera/8.40.(X11; Linux i686; en-US) Presto/2.9.167 Version/10.00,es,"Fischer, Jacobs and Miller",4531216663487587,04/19,916,VISA 13 digit,79.5.245.206
94.26,PM,Mozilla/5.0 (Windows 98; it-IT; rv:1.9.2.20) Gecko/2016-07-15 19:19:12 Firefox/3.8,zh,West LLC,4386960216576562,03/24,240,VISA 13 digit,19.122.114.148
79.98,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.0),fr,"Davis, Hanson and Carroll",5131200783382200,09/17,7252,American Express,243.83.194.168
65.91,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.0),fr,"Moss, Hogan and Williams",503851922735,07/23,27,JCB 15 digit,47.102.160.26
26.84,AM,Opera/8.57.(Windows NT 5.0; it-IT) Presto/2.9.187 Version/12.00,it,Howell-Davidson,30472338618965,01/17,463,VISA 16 digit,151.149.57.172
91.69,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5350 (KHTML, like Gecko) Chrome/13.0.811.0 Safari/5350",en,Griffin Inc,3528572083269428,07/26,26,Maestro,149.72.194.241
27.99,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2015-04-01 23:21:05 Firefox/14.0,fr,Lynch-Cox,4478090066279,12/17,562,Voyager,50.73.76.95
73.28,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_1) AppleWebKit/5332 (KHTML, like Gecko) Chrome/15.0.879.0 Safari/5332",el,"Freeman, Brown and Williams",5300190123101367,01/18,530,VISA 13 digit,117.3.122.214
23.76,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0; rv:1.9.6.20) Gecko/2012-01-28 18:01:15 Firefox/3.6.7,pt,Evans Ltd,6011158300283264,01/19,8995,Maestro,68.118.53.9
89.06,AM,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5311 (KHTML, like Gecko) Chrome/14.0.891.0 Safari/5311",es,Wilkinson-Delgado,6011562898655306,11/17,250,Maestro,123.66.160.123
16.61,AM,Opera/8.76.(Windows 95; it-IT) Presto/2.9.160 Version/12.00,it,Burnett-Ortiz,6011346845711887,03/22,566,Voyager,195.8.54.196
2.63,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; rv:1.9.6.20) Gecko/2012-03-16 16:18:35 Firefox/3.6.3,ru,Stephenson-Hernandez,3088183636991385,04/20,689,Diners Club / Carte Blanche,95.1.186.202
65.35,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4 rv:4.0; it-IT) AppleWebKit/533.47.7 (KHTML, like Gecko) Version/4.0.5 Safari/533.47.7",es,Moyer and Sons,5358458648121835,05/25,405,JCB 16 digit,72.22.202.208
7.09,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; en-US) AppleWebKit/531.47.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.47.3",pt,Osborne LLC,210072516252454,04/26,826,VISA 16 digit,64.33.67.194
49.52,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5311 (KHTML, like Gecko) Chrome/14.0.861.0 Safari/5311",zh,Myers-Gonzalez,3528758042309450,11/20,923,Maestro,139.246.65.64
28.56,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.0),ru,"Young, Sanchez and Logan",4267412542570046,11/19,903,VISA 16 digit,105.217.10.111
7.4,PM,Opera/9.33.(Windows 95; it-IT) Presto/2.9.162 Version/12.00,el,Brown-Brown,210037353001066,11/17,755,VISA 13 digit,5.106.23.252
47.42,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0),pt,"Rodriguez, Clark and Padilla",869984308134910,10/20,845,JCB 16 digit,75.40.250.127
66.7,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.1),en,Sutton Inc,180075121410165,11/20,438,VISA 16 digit,171.123.157.195
18.33,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6; rv:1.9.4.20) Gecko/2010-07-01 18:27:13 Firefox/3.6.6,zh,Phillips-Santos,4890218447316,06/25,965,JCB 16 digit,41.21.82.173
95.06,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2014-03-20 19:24:50 Firefox/3.6.8,zh,Nichols Ltd,4922630412275654,10/18,833,JCB 16 digit,58.214.184.182
6.44,PM,Opera/8.74.(Windows NT 5.2; sl-SI) Presto/2.9.180 Version/10.00,zh,Beard Group,4342246605028,05/17,154,JCB 15 digit,230.42.76.79
30.43,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8; rv:1.9.3.20) Gecko/2011-06-28 15:53:11 Firefox/3.6.20,ru,"Nguyen, Douglas and Adams",4740147411380,02/23,136,Mastercard,42.179.222.10
98.96,PM,Opera/9.57.(X11; Linux x86_64; sl-SI) Presto/2.9.160 Version/11.00,pt,Ramirez Ltd,30578817671976,02/23,566,Voyager,69.224.240.177
81.01,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0),en,Melton LLC,373879438686541,10/18,865,JCB 15 digit,113.139.21.18
